Spec,Source0 original,Modified Source0 for url health check,UrlHealth,UpdateAvailable,UpdateURL,HealthUpdateURL,Name,SHAName,UpdateDownloadName
apache-tomcat-native.spec,http://apachemirror.wuchna.com/tomcat/tomcat-connectors/native/%{version}/source/tomcat-native-%{version}-src.tar.gz,https://github.com/apache/tomcat-native/archive/refs/tags/1.2.24.tar.gz,200,,,,apache-tomcat-native,,
apache-tomcat.spec,https://archive.apache.org/dist/tomcat/tomcat-8/v%{version}/src/%{name}-%{version}-src.tar.gz,https://github.com/apache/tomcat/archive/refs/tags/8.5.99.tar.gz,200,,,,apache-tomcat,,
apparmor.spec,https://launchpad.net/apparmor/%{version}/%{version}.0/+download/%{name}-%{version}.tar.gz,https://launchpad.net/apparmor/3.1/2.13/+download/apparmor-2.13.tar.gz,200,Warning: Manufacturer may changed version packaging format.,,,apparmor,,
apr-util.spec,http://archive.apache.org/dist/apr/%{name}-%{version}.tar.gz,https://github.com/apache/apr-util/archive/refs/tags/1.6.1.tar.gz,200,,,,apr-util,,
apr.spec,http://archive.apache.org/dist/%{name}/%{name}-%{version}.tar.gz,https://github.com/apache/apr/archive/refs/tags/1.6.5.tar.gz,200,,,,apr,,
argon2.spec,%{name}-%{version}.tar.gz,https://github.com/P-H-C/phc-winner-argon2/archive/refs/tags/20190702.tar.gz,200,,,,argon2,,
asciidoc.spec,http://sourceforge.net/projects/asciidoc/files/asciidoc/%{version}/%{name}-%{version}.tar.gz,http://sourceforge.net/projects/asciidoc/files/asciidoc/8.6.9/asciidoc-8.6.9.tar.gz,200,(same version),,,asciidoc,,
asciidoc3.spec,https://asciidoc3.org/asciidoc3-3.2.0.tar.gz,https://gitlab.com/asciidoc3/asciidoc3/-/archive/v3.2.0/asciidoc3-v3.2.0.tar.gz,200,,,,asciidoc3,,
atftp.spec,http://sourceforge.net/projects/atftp/files/latest/download/%{name}-%{version}.tar.gz,http://sourceforge.net/projects/atftp/files/latest/download/atftp-0.7.5.tar.gz,200,0.8.0,http://sourceforge.net/projects/atftp/files/latest/download/atftp-0.8.0.tar.gz,200,atftp,AD5EEBBA0D1613F3A2447CDC5C99667C6E179C61E8B456126B7D08BF951F63F3248E3BA61DDC61233CC51DB477DFFC263636AD270704C17F515AF61E21C9263D,atftp-0.8.0.tar.gz
attr.spec,http://download.savannah.gnu.org/releases/attr/%{name}-%{version}.tar.gz,http://download.savannah.gnu.org/releases/attr/attr-2.4.48.tar.gz,200,2.5.2,http://download.savannah.gnu.org/releases/attr/attr-2.5.2.tar.gz,200,attr,7B8F210AB2233D82D282D36C10AC2F4B10E1BA9BD0F02E1F4E69B8F610CB3266BFAC9796349B51B2F92FA6EF2C66C62F1A9C4AE18E202B00AF3E251E3B469A24,attr-2.5.2.tar.gz
audit.spec,http://people.redhat.com/sgrubb/audit/%{name}-%{version}.tar.gz,https://github.com/linux-audit/audit-userspace/archive/refs/tags/v2.8.5.tar.gz,200,,,,audit,,
aufs-util.spec,%{name}-%{version}.tar.gz,https://github.com/sfjro/aufs-linux/archive/refs/tags/v4.14.tar.gz,200,,,,aufs-util,,
authbind.spec,http://ftp.debian.org/debian/pool/main/a/%{name}/%{name}_%{version}.tar.gz,http://ftp.debian.org/debian/pool/main/a/authbind/authbind_2.1.2.tar.gz,200,2.2.0,http://ftp.debian.org/debian/pool/main/a/authbind/authbind_2.2.0.tar.gz,200,authbind,D0CC00CE18B2E0DA985D9EA00F50AB7931B58613C9B356AC288F3EE98CD27332BBA557CE827449399A57841D80F62050E9C9D344EF01909B5399E5A242D3CDA5,authbind_2.2.0.tar.gz
autoconf-archive.spec,http://ftp.gnu.org/gnu/%{name}/%{name}-%{version}.tar.xz,,0,,,,autoconf-archive,,
autoconf.spec,http://ftp.gnu.org/gnu/autoconf/%{name}-%{version}.tar.xz,https://github.com/autotools-mirror/autoconf/archive/refs/tags/v2.69.tar.gz,200,,,,autoconf,,
autoconf213.spec,http://ftp.gnu.org/gnu/autoconf/autoconf-%{version}.tar.gz,http://ftp.gnu.org/gnu/autoconf/autoconf-2.13.tar.gz,0,Info: Source0 contains a static version number.,,,autoconf213,,
autofs.spec,http://www.kernel.org/pub/linux/daemons/%{name}/v5/%{name}-%{version}.tar.xz,http://www.kernel.org/pub/linux/daemons/autofs,200,,,,autofs,,
autogen.spec,ftp://ftp.gnu.org/gnu/autogen/rel%{version}/%{name}-%{version}.tar.xz,,0,,,,autogen,,
automake.spec,http://ftp.gnu.org/gnu/automake/%{name}-%{version}.tar.xz,https://github.com/autotools-mirror/automake/archive/refs/tags/v1.16.1.tar.gz,200,,,,automake,,
aws-sdk-cpp.spec,aws-sdk-cpp-%{version}.tar.gz,https://github.com/aws/aws-sdk-cpp/archive/refs/tags/1.4.33.tar.gz,200,1.11.746,https://github.com/aws/aws-sdk-cpp/archive/refs/tags/1.11.746.tar.gz,200,aws-sdk-cpp,87192E1867DE64C7D67955591F8003D2941D83A36A3C08A3CA777325E7F4385E8FE4C8DA240FC2F3EB0DBD9E8D991B50701B5682DA54C12F5B7BD3D552C25C83,aws-sdk-cpp-1.11.746.tar.gz
backward-cpp.spec,%{name}-v%{version}.tar.gz,https://github.com/bombela/backward-cpp/archive/refs/tags/v1.4.tar.gz,200,,,,backward-cpp,,
bash.spec,https://ftp.gnu.org/gnu/bash/%{name}-%{version}.tar.gz,,0,,,,bash,,
bazel.spec,,http://bazel.build,200,,,,bazel,,
bc.spec,https://ftp.gnu.org/gnu/bc/%{name}-%{version}.tar.gz,,0,,,,bc,,
bcc.spec,https://github.com/iovisor/bcc/archive/%{name}-%{version}.tar.gz,https://github.com/iovisor/bcc/archive/refs/tags/v0.16.0.tar.gz,200,0.36.1,https://github.com/iovisor/bcc/archive/refs/tags/v0.36.1.tar.gz,200,bcc,BADA939F35DEB806989A6F8B04943AECDE472A4A85CD781861C67051A75FD197988090E67F5F937080B8D47643BC209CF7E83FBD6D811D727484D03F7BE92092,bcc-0.36.1.tar.gz
bindutils.spec,https://downloads.isc.org/isc/bind9/%{version}/bind-%{version}.tar.xz,https://github.com/isc-projects/bind9/archive/refs/tags/v9.18.27.tar.gz,200,,,,bindutils,,
binutils.spec,http://ftp.gnu.org/gnu/binutils/%{name}-%{version}.tar.xz,,0,,,,binutils,,
bison.spec,http://ftp.gnu.org/gnu/bison/%{name}-%{version}.tar.xz,,0,,,,bison,,
blktrace.spec,https://git.kernel.org/pub/scm/linux/kernel/git/axboe/blktrace.git/snapshot/%{name}-%{version}.tar.gz,http://git.kernel.org/cgit/linux/kernel/git/axboe/blktrace.git/tree/README,200,,,,blktrace,,
bluez-tools.spec,https://github.com/khvzak/bluez-tools.git/master/%{name}-%{version}.tar.gz,https://github.com/khvzak/bluez-tools.git/master/bluez-tools-0.2.0.20140808.tar.gz,0,Warning: Cannot detect correlating tags from the repo provided.,,,bluez-tools,,
bluez.spec,http://www.kernel.org/pub/linux/bluetooth/%{name}-%{version}.tar.xz,https://www.kernel.org/pub/linux/bluetooth/bluez-5.71.tar.xz,200,,,,bluez,,
boost.spec,http://downloads.sourceforge.net/boost/boost_1_66_0.tar.bz2,https://github.com/boostorg/boost/archive/refs/tags/boost-1.66.0.tar.gz,200,,,,boost,,
bpftrace.spec,https://github.com/iovisor/bpftrace/archive/%{name}-%{version}.tar.gz,https://github.com/iovisor/bpftrace/archive/refs/tags/v0.11.1.tar.gz,200,0.24.2,https://github.com/iovisor/bpftrace/archive/refs/tags/v0.24.2.tar.gz,200,bpftrace,D9FF773CE39B578877D5E73A48434D3654B46985BB4B9AD458FBF622718049DA5075B3A2D2E6D1AE0A9EFFBDB74658822B4C4535BCA384FBD6E539FDEC393F4B,bpftrace-0.24.2.tar.gz
bridge-utils.spec,http://sourceforge.net/projects/bridge/files/bridge/%{name}-%{version}.tar.xz,http://www.linuxfoundation.org/collaborate/workgroups/networking/bridge,200,,,,bridge-utils,,
btrfs-progs.spec,https://www.kernel.org/pub/linux/kernel/people/kdave/btrfs-progs/%{name}-v%{version}.tar.xz,https://github.com/kdave/btrfs-progs/archive/refs/tags/v4.19.tar.gz,200,,,,btrfs-progs,,
bubblewrap.spec,https://github.com/projectatomic/bubblewrap/releases/download/v%{version}/bubblewrap-%{version}.tar.xz,https://github.com/containers/bubblewrap/archive/refs/tags/v0.3.0.tar.gz,200,,,,bubblewrap,,
build-essential.spec,,,0,Info: Source0 contains a VMware internal url address.,,,build-essential,,
byacc.spec,,http://invisible-island.net/byacc/byacc.html,200,,,,byacc,,
bzip2.spec,http://www.bzip.org/%{version}/%{name}-%{version}.tar.gz,https://github.com/libarchive/bzip2/archive/refs/tags/bzip2-1.0.8.tar.gz,200,,,,bzip2,,
bzr.spec,https://launchpad.net/bzr/2.7/2.7.0/+download/bzr-2.7.0.tar.gz,https://launchpad.net/bzr/2.7/2.7.0/+download/bzr-2.7.0.tar.gz,200,(same version),,,bzr,,
c-ares.spec,http://c-ares.haxx.se/download/%{name}-%{version}.tar.gz,https://github.com/c-ares/c-ares/archive/refs/tags/cares-1.19.1.tar.gz,200,,,,c-ares,,
c-rest-engine.spec,%{name}-%{version}.tar.gz,http://www.github.com/vmware/c-rest-engine/archive/refs/tags/1.2.tar.gz,200,(same version),,,c-rest-engine,,
ca-certificates-nxtgn-openssl.spec,certdata-nxtgn-openssl.txt,http://anduin.linuxfromscratch.org/BLFS/othercertdata-nxtgn-openssl.txt,200,,,,ca-certificates,,
ca-certificates.spec,certdata.txt,http://anduin.linuxfromscratch.org/BLFS/othercertdata.txt,200,Info: Source0 contains a VMware internal url address.,,,ca-certificates,,
cairo.spec,http://cairographics.org/releases/%{name}-%{version}.tar.xz,https://gitlab.freedesktop.org/cairo/cairo/-/archive/1.16.0/cairo-1.16.0.tar.gz,200,,,,cairo,,
calico-bgp-daemon.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/calico-bgp-daemon/archive/refs/tags/v0.2.2.tar.gz,200,(same version),,,calico-bgp-daemon,,
calico-bird.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/bird/archive/refs/tags/v0.3.3.tar.gz,200,(same version),,,calico-bird,,
calico-libnetwork.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/libnetwork-plugin/archive/refs/tags/v1.1.0.tar.gz,200,1.1.3,https://github.com/projectcalico/libnetwork-plugin/archive/refs/tags/v1.1.3.tar.gz,200,calico-libnetwork,40B7B0962E58FCED7A02FA743B0F92AAE2C6D1E43046CD0D59153F4022AD22CA0B29AC3A9CBC6E67218A35DCE3306A1A88194D22248A2F589EE385D0C1CE3852,calico-libnetwork-1.1.3.tar.gz
calico.spec,https://github.com/projectcalico/calico/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/projectcalico/calico/archive/refs/tags/v3.26.1.tar.gz,200,3.31.3,https://github.com/projectcalico/calico/archive/refs/tags/v3.31.3.tar.gz,200,calico,622ACF4902E8E5EA436892056950C200049D215B3E4B70912A39BF890BA37146F1E6843986749CE62E288334C48F6725DD5B1DB944C02D1C54AFEFD8E5BA452C,calico-3.31.3.tar.gz
capstone.spec,https://github.com/aquynh/%{name}/archive/%{name}-%{version}.tar.gz,https://github.com/aquynh/capstone/archive/refs/tags/4.0.2.tar.gz,200,5.0.7,https://github.com/aquynh/capstone/archive/refs/tags/5.0.7.tar.gz,200,capstone,E09788D7DFCA281F8F3773323D72E1157DF777878D59ACE6A8996495D505DEC10051CE002F473FA5FF8AA60D5E6BB4CFF5E55FAFFB074643CAE7C4515E324994,capstone-5.0.7.tar.gz
cassandra.spec,https://repo1.maven.org/maven2/org/apache/cassandra/apache-cassandra/%{version}/apache-%{name}-%{version}-src.tar.gz,https://github.com/apache/cassandra/archive/refs/tags/cassandra-3.11.12.tar.gz,200,,,,cassandra,,
cdrkit.spec,%{name}-%{version}.tar.gz,http://gd.tuwien.ac.at/utils/schilling/cdrtoolscdrkit-1.1.11.tar.gz,0,Warning: Source0 seems invalid and no other Official source has been found.,,,cdrkit,,
cgroup-utils.spec,https://github.com/peo3/cgroup-utils/archive/%{name}-%{version}.tar.gz,https://github.com/peo3/cgroup-utils/archive/refs/tags/v0.6.tar.gz,200,0.8,https://github.com/peo3/cgroup-utils/archive/refs/tags/v0.8.tar.gz,200,cgroup-utils,FCC31FB6D2BDFA761C248553D056EA1BDCF697AE9AB8CCDC895FEEFDEC7BC4E560BF2352968866B3064548545D98527D2A4092D4C8D2F335EF76E3C4B721BCF0,cgroup-utils-0.8.tar.gz
check.spec,https://github.com/libcheck/check/archive/%{name}-%{version}.tar.gz,https://github.com/libcheck/check/archive/refs/tags/0.12.0.tar.gz,200,0.15.2,https://github.com/libcheck/check/archive/refs/tags/0.15.2.tar.gz,200,check,CF81CA63142F33779DF2E3542E049B9034D30BC502A663A4379BBFE85C7EE8FD80CE382583E781651D99FE830895122DAB5B6793F87425B571C3927F0BA3B60E,check-0.15.2.tar.gz
chkconfig.spec,http://fedorahosted.org/releases/c/h/chkconfig/%{name}-%{version}.tar.gz,https://github.com/fedora-sysv/chkconfig/archive/refs/tags/1.9.tar.gz,200,,,,chkconfig,,
chrony.spec,https://download.tuxfamily.org/chrony/chrony-%{version}.tar.gz,https://github.com/mlichvar/chrony/archive/refs/tags/4.0.tar.gz,200,,,,chrony,,
chrpath.spec,https://alioth.debian.org/frs/download.php/file/3979/%{name}-%{version}.tar.gz,https://codeberg.org/pere/chrpath/archive/release-0.16.tar.gz,200,,,,chrpath,,
cifs-utils.spec,https://ftp.samba.org/pub/linux-cifs/cifs-utils/cifs-utils-%{version}.tar.bz2,https://download.samba.org/pub/linux-cifs/cifs-utils/cifs-utils-6.8.tar.bz2,200,,,,cifs-utils,,
clang.spec,https://github.com/llvm/llvm-project/releases/download/llvmorg-%{version}/%{name}-%{version}.src.tar.xz,https://github.com/llvm/llvm-project/releases/download/llvmorg-10.0.1/clang-10.0.1.src.tar.xz,200,,,,clang,,
cloud-init.spec,https://launchpad.net/cloud-init/trunk/%{version}/+download/%{name}-%{version}.tar.gz,https://github.com/canonical/cloud-init/archive/refs/tags/22.4.2.tar.gz,200,,,,cloud-init,,
cloud-utils.spec,https://launchpad.net/cloud-utils/trunk/%{version}/+download/cloud-utils-%{version}.tar.gz,https://github.com/canonical/cloud-utils/archive/refs/tags/0.30.tar.gz,200,,,,cloud-utils,,
cmake.spec,http://www.cmake.org/files/v3.13/%{name}-%{version}.tar.gz,https://github.com/Kitware/CMake/releases/download/v3.13.5/cmake-3.13.5.tar.gz,200,,,,cmake,,
cmocka.spec,https://cmocka.org/files/1.1/%{name}-%{version}.tar.xz,,,,,,cmocka,,
cni.spec,https://github.com/containernetworking/plugins/archive/%{name}-v%{version}.tar.gz,https://github.com/containernetworking/plugins/archive/refs/tags/v1.1.1.tar.gz,200,1.9.0,https://github.com/containernetworking/plugins/archive/refs/tags/v1.9.0.tar.gz,200,cni,8383A9F3FCA75E978B84035609668F139E34CAC7C5C1547C2913B6893754C3A0EC55ACEF73FD8E362094CA022359F2FA6C54DEC55BADA6B8FB8DB7E9D7C889EA,cni-1.9.0.tar.gz
commons-daemon.spec,http://apache.mesi.com.ar//commons/daemon/source/commons-daemon-1.1.0-src.tar.gz,https://github.com/apache/commons-daemon/archive/refs/tags/commons-daemon-1.1.0.tar.gz,200,,,,commons-daemon,,
commons-httpclient.spec,https://archive.apache.org/dist/httpcomponents/%{name}/source/%{name}-%{version}-src.tar.gz,https://archive.apache.org/dist/httpcomponents/commons-httpclient/source/commons-httpclient-3.1-src.tar.gz,200,(same version),,,commons-httpclient,,
compat-gdbm.spec,http://ftp.gnu.org/gnu/gdbm/%{name}-%{version}.tar.gz,,0,,,,compat-gdbm,,
conntrack-tools.spec,https://netfilter.org/projects/%{name}/files/%{name}-%{version}.tar.bz2,,0,,,,conntrack-tools,,
consul.spec,%{name}-%{version}.tar.gz,https://github.com/hashicorp/consul/archive/v1.11.9.tar.gz,200,1.22.3,https://github.com/hashicorp/consul/archive/v1.22.3.tar.gz,200,consul,93D139C9C840D8CAD6A322E3E5D7F49D3EF8E8695E7B64E99338B996C0C07C35BA9958A95D3CAA2FBB7DBE93FDA33B66C2D825777852FFA9F349723EBDFE8587,consul-1.22.3.tar.gz
containerd.spec,https://github.com/containerd/containerd/archive/containerd-%{version}.tar.gz,https://github.com/containerd/containerd/archive/refs/tags/v1.6.8.tar.gz,200,2.2.1,https://github.com/containerd/containerd/archive/refs/tags/v2.2.1.tar.gz,200,containerd,6BBFE356BDB0FD70C5B3CA0D932B790BB34B40832392E6A309A907351DC344E3B6059E2CD583145200AAB218B4E8F5160D698F2B3A84D05BBF834D023EEA4BD3,containerd-2.2.1.tar.gz
copenapi.spec,%{name}-%{version}.tar.gz,https://www.github.com/vmware/copenapi/archive/refs/tags/v0.0.2.tar.gz,200,(same version),,,copenapi,,
coredns.spec,https://github.com/coredns/coredns/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/coredns/coredns/archive/refs/tags/v1.11.1.tar.gz,200,,,,coredns,,
coreutils.spec,http://ftp.gnu.org/gnu/coreutils/%{name}-%{version}.tar.xz,,0,,,,coreutils,,
cpio.spec,http://ftp.gnu.org/pub/gnu/cpio/%{name}-%{version}.tar.bz2,,0,,,,cpio,,
cppcheck.spec,https://github.com/danmar/cppcheck/archive/%{name}-%{version}.tar.gz,https://github.com/danmar/cppcheck/archive/refs/tags/2.9.3.tar.gz,200,2.19.1,https://github.com/danmar/cppcheck/archive/refs/tags/2.19.1.tar.gz,200,cppcheck,490B80795B24586E443B80EA8044C9A4DCE53A59D35C5CF5AD360B3163EBE5B8474F17E4CF8B168FAB9FB284EADFDE22CCC5B3F8E66C8153EBCFFAA7708F0084,cppcheck-2.19.1.tar.gz
cppunit.spec,https://sourceforge.net/projects/cppunit/files/%{name}/%{version}/%{name}-%{version}.tar.gz,https://sourceforge.net/projects/cppunit/files/cppunit/1.12.1/cppunit-1.12.1.tar.gz,200,(same version),,,cppunit,,
cpulimit.spec,https://github.com/opsengine/cpulimit/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/opsengine/cpulimit/archive/refs/tags/cpulimit-1.2.tar.gz,0,Warning: cpulimit.spec Source0 version 1.2 is higher than detected latest version 0.2 .,,,cpulimit,,
cracklib.spec,cracklib-%{version}.tar.gz,https://github.com/cracklib/cracklib/archive/refs/tags/v2.9.7.tar.gz,200,,,,cracklib,,
crash.spec,http://people.redhat.com/anderson/crash-%{version}.tar.gz,http://people.redhat.com/anderson/crash-8.0.2.tar.gz,0,Warning: Source0 seems invalid and no other Official source has been found.,,,crash,,
createrepo_c.spec,%{name}-%{version}.tar.gz,https://github.com/rpm-software-management/createrepo_c/archive/refs/tags/0.11.1.tar.gz,200,1.2.2,https://github.com/rpm-software-management/createrepo_c/archive/refs/tags/1.2.2.tar.gz,200,createrepo_c,C95A376CCD611A3E041AD1C6FD70AF0D7C17CC3DB7A9926706F0FF9AEACF7F32A80BA18F8A98BE4E2C2AEA61D572A4B5BA7B0761F828B2FAAD0EA8F96E641320,createrepo_c-1.2.2.tar.gz
cri-tools.spec,%{name}-%{version}.tar.gz,https://github.com/kubernetes-sigs/cri-tools/archive/refs/tags/v1.21.0.tar.gz,200,,,,cri-tools,,
cronie.spec,https://github.com/cronie-crond/cronie/releases/download/cronie-%{version}/cronie-%{version}.tar.gz,https://github.com/cronie-crond/cronie/releases/download/cronie-1.5.5/cronie-1.5.5.tar.gz,200,1.7.2,https://github.com/cronie-crond/cronie/releases/download/cronie-1.7.2/cronie-1.7.2.tar.gz,200,cronie,5B55C677A5B812DBFA70F6EE25E41907E99CC63A4883974C6BB8115AD65155D66665704808C338D2F7BE6B0A57028C319F2D1115C69BB5F3EFDDA1EFAFD144DE,cronie-1.7.2.tar.gz
cryptsetup.spec,%{name}-v%{version}.tar.gz,https://github.com/mbroz/cryptsetup/archive/refs/tags/v2.4.2.tar.gz,200,,,,cryptsetup,,
cscope.spec,,http://cscope.sourceforge.net,200,,,,cscope,,
ctags.spec,,http://ctags.sourceforge.net,200,,,,ctags,,
curl.spec,http://curl.haxx.se/download/%{name}-%{version}.tar.xz,http://curl.haxx.se/download/curl-8.1.2.tar.xz,200,8.18.0,http://curl.haxx.se/download/curl-8.18.0.tar.xz,200,curl,50C7A7B0528E0019697B0C59B3E56ABB2578C71D77E4C085B56797276094B5611718C0A9CB2B14DB7F8AB502FCF8F42A364297A3387FAE3870A4D281484BA21C,curl-8.18.0.tar.xz
cve-check-tool.spec,cve-check-tool-%{version}.tar.gz,https://github.com/clearlinux/cve-check-tool/archive/refs/tags/v5.6.4.1.tar.gz,200,Warning: repo isn't maintained anymore.,,,cve-check-tool,,
cyrus-sasl.spec,ftp://ftp.cyrusimap.org/cyrus-sasl/%{name}-%{version}.tar.gz,https://github.com/cyrusimap/cyrus-sasl/archive/refs/tags/cyrus-sasl-2.1.26.tar.gz,200,,,,cyrus-sasl,,
cython.spec,https://github.com/cython/cython/archive/Cython-%{version}.tar.gz,https://github.com/cython/cython/archive/refs/tags/0.28.5.tar.gz,200,3.2.4,https://github.com/cython/cython/archive/refs/tags/3.2.4.tar.gz,200,cython,5AB8E39739A79DEBBE89B2FF5B6D88E1B7AAFD5AD34460F14F3FC2BD90C10BDC9D6AA5B5844A48E30402DDE9790CB9ABCBA3DC2B4E8CDE24C4EEEE818A180099,cython-3.2.4.tar.gz
cython3.spec,https://github.com/cython/cython/archive/Cython-%{version}.tar.gz,https://github.com/cython/cython/archive/refs/tags/0.28.5.tar.gz,200,,,,cython3,,
dbus-glib.spec,http://dbus.freedesktop.org/releases/dbus-glib/%{name}-%{version}.tar.gz,https://dbus.freedesktop.org/doc/dbus-glib,200,,,,dbus-glib,,
dbus-python.spec,http://dbus.freedesktop.org/releases/dbus-python/dbus-python-%{version}.tar.gz,http://www.freedesktop.org/wiki/Software/DBusBindings,200,,,,dbus-python,,
dbus.spec,http://dbus.freedesktop.org/releases/dbus/%{name}-%{version}.tar.xz,http://www.freedesktop.org/wiki/Software/dbus,200,,,,dbus,,
dbxtool.spec,https://github.com/rhboot/dbxtool/releases/download/%{name}-%{version}/%{name}-%{version}.tar.bz2,https://github.com/rhboot/dbxtool/releases/download/dbxtool-8/dbxtool-8.tar.bz2,200,(same version),,,dbxtool,,
ddclient.spec,http://downloads.sourceforge.net/project/ddclient/ddclient/ddclient-%{version}.tar.gz,https://github.com/ddclient/ddclient/releases/download/v3.9.1/ddclient-3.9.1.tar.gz,200,,,,ddclient,,
dejagnu.spec,https://ftp.gnu.org/pub/gnu/dejagnu/%{name}-%{version}.tar.gz,,0,,,,dejagnu,,
dejavu-fonts.spec,http://sourceforge.net/projects/dejavu/files/dejavu/%{version}/dejavu-fonts-ttf-%{version}.tar.bz2,http://sourceforge.net/projects/dejavu/files/dejavu/2.37/dejavu-fonts-ttf-2.37.tar.bz2,200,(same version),,,dejavu-fonts,,
device-mapper-multipath.spec,https://github.com/opensvc/multipath-tools/archive/refs/tags/multipath-tools-%{version}.tar.gz,https://github.com/opensvc/multipath-tools/archive/refs/tags/0.9.1.tar.gz,200,,,,device-mapper-multipath,,
dhcp.spec,ftp://ftp.isc.org/isc/dhcp/${version}/%{name}-%{version}.tar.gz,ftp://ftp.isc.org/isc/dhcp/${version}/dhcp-4.3.5.tar.gz,substitution_unfinished,Warning: repo isn't maintained anymore. See https://www.isc.org/dhcp_migration/,,,dhcp,,
