Spec,Source0 original,Modified Source0 for url health check,UrlHealth,UpdateAvailable,UpdateURL,HealthUpdateURL,Name,SHAName,UpdateDownloadName,warning,ArchivationDate
apache-tomcat-native.spec,http://apachemirror.wuchna.com/tomcat/tomcat-connectors/native/%{version}/source/tomcat-native-%{version}-src.tar.gz,https://github.com/apache/tomcat-native/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,2.0.14,,,apache-tomcat-native,,,Warning: Manufacturer may changed version packaging format.,
apache-tomcat.spec,https://archive.apache.org/dist/tomcat/tomcat-8/v%{version}/src/%{name}-%{version}-src.tar.gz,https://github.com/apache/tomcat/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,8.5.100,https://archive.apache.org/dist/tomcat/tomcat-8/v8.5.100/src/apache-tomcat-8.5.100-src.tar.gz,200,apache-tomcat,AE03D6B99BA4D7B7718C0C9040DB7CDD5DB3E047EFA3DC8FF145B3005733285B134462E0D47EF10730ABA6D5EF9F7AA9D4FBD46F1DAFE0AC622AC8FC2201AEA2,apache-tomcat-8.5.100-src.tar.gz,,
apparmor.spec,https://launchpad.net/apparmor/%{version}/%{version}.0/+download/%{name}-%{version}.tar.gz,https://launchpad.net/apparmor/3.1/%{version}/+download/apparmor-%{version}.tar.gz,200,4.1.0,,,apparmor,,,Warning: Manufacturer may changed version packaging format.,
apr-util.spec,http://archive.apache.org/dist/apr/%{name}-%{version}.tar.gz,https://github.com/apache/apr-util/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,1.6.3,http://archive.apache.org/dist/apr/apr-util-1.6.3.tar.gz,200,apr-util,25F078413DC552B3391845B3DC1DA72773EFE181634DEB2F88A9C72A1A49C82883113704BF97DB8327012CCAFB84A68370267925E3C7CC092ED82FC33FD7954E,apr-util-1.6.3.tar.gz,,
apr.spec,http://archive.apache.org/dist/%{name}/%{name}-%{version}.tar.gz,https://github.com/apache/apr/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,1.7.6,http://archive.apache.org/dist/apr/apr-1.7.6.tar.gz,200,apr,3BCD964713B76BD358089A0F5DAF23B6E0730113FEBE4D6C86C4C4E58269D855C459F0556C3EBEED43A4FA4A84313D31EDD61B16CA27139CD176A82F7E4A2F6A,apr-1.7.6.tar.gz,,
argon2.spec,%{name}-%{version}.tar.gz,https://github.com/P-H-C/phc-winner-argon2/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,(same version),,,argon2,,,,
asciidoc.spec,http://sourceforge.net/projects/asciidoc/files/asciidoc/%{version}/%{name}-%{version}.tar.gz,http://sourceforge.net/projects/asciidoc/files/asciidoc/%{version}/%{name}-%{version}.tar.gz,substitution_unfinished,(same version),,,asciidoc,,,,
asciidoc3.spec,https://asciidoc3.org/asciidoc3-3.2.0.tar.gz,https://gitlab.com/asciidoc3/asciidoc3/-/archive/v%{version}/asciidoc3-v%{version}.tar.gz,200,3.2.3,,,asciidoc3,,,Warning: Manufacturer may changed version packaging format.,
atftp.spec,http://sourceforge.net/projects/atftp/files/latest/download/%{name}-%{version}.tar.gz,http://sourceforge.net/projects/atftp/files/latest/download/%{name}-%{version}.tar.gz,substitution_unfinished,0.8.1,http://sourceforge.net/projects/atftp/files/latest/download/%{name}-%{version}.tar.gz,200,atftp,,%{name}-%{version}.tar.gz,,
attr.spec,http://download.savannah.gnu.org/releases/attr/%{name}-%{version}.tar.gz,http://download.savannah.gnu.org/releases/attr/%{name}-%{version}.tar.gz,substitution_unfinished,2.5.2,http://download.savannah.gnu.org/releases/attr/attr-2.5.2.tar.gz,200,attr,7B8F210AB2233D82D282D36C10AC2F4B10E1BA9BD0F02E1F4E69B8F610CB3266BFAC9796349B51B2F92FA6EF2C66C62F1A9C4AE18E202B00AF3E251E3B469A24,attr-2.5.2.tar.gz,,
audit.spec,http://people.redhat.com/sgrubb/audit/%{name}-%{version}.tar.gz,https://github.com/linux-audit/audit-userspace/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,4.1.4,,,audit,,,Warning: Manufacturer may changed version packaging format.,
aufs-util.spec,%{name}-%{version}.tar.gz,https://github.com/sfjro/aufs-linux/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,7.0,,,aufs-util,,,Warning: Manufacturer may changed version packaging format.,
authbind.spec,http://ftp.debian.org/debian/pool/main/a/%{name}/%{name}_%{version}.tar.gz,,substitution_unfinished,,,,authbind,,,,
autoconf-archive.spec,http://ftp.gnu.org/gnu/%{name}/%{name}-%{version}.tar.xz,,substitution_unfinished,,,,autoconf-archive,,,,
autoconf.spec,http://ftp.gnu.org/gnu/autoconf/%{name}-%{version}.tar.xz,https://github.com/autotools-mirror/autoconf/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,2.73,http://ftp.gnu.org/gnu/autoconf/autoconf-2.73.tar.xz,200,autoconf,BE051D542F9BD93752ECCBDC9B1F3CF1FA4069A153EF34EDD5303BFDF162E24D56E33E70DF1B978CEBB8D1139A82417BB8299CFE6C38CFF8613040A829CC624F,autoconf-2.73.tar.xz,,
autoconf213.spec,http://ftp.gnu.org/gnu/autoconf/autoconf-%{version}.tar.gz,,substitution_unfinished,,,,autoconf213,,,Info: Source0 contains a static version number.,
autofs.spec,http://www.kernel.org/pub/linux/daemons/%{name}/v5/%{name}-%{version}.tar.xz,,0,,,,autofs,,,,
autogen.spec,ftp://ftp.gnu.org/gnu/autogen/rel%{version}/%{name}-%{version}.tar.xz,,substitution_unfinished,,,,autogen,,,,
automake.spec,http://ftp.gnu.org/gnu/automake/%{name}-%{version}.tar.xz,https://github.com/autotools-mirror/automake/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,1.18.1,http://ftp.gnu.org/gnu/automake/automake-1.18.1.tar.xz,200,automake,8BAA16831416A953A743F4E3C0F55CEA5EBEFE0F5A7A0E390581981D4461D02DC9038415124E974B2EC390C40DAAA241802CD7D42C6FAFB793F87CF355DB2A61,automake-1.18.1.tar.xz,,
aws-sdk-cpp.spec,aws-sdk-cpp-%{version}.tar.gz,https://github.com/aws/aws-sdk-cpp/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,1.11.805,,,aws-sdk-cpp,,,Warning: Manufacturer may changed version packaging format.,
backward-cpp.spec,%{name}-v%{version}.tar.gz,https://github.com/bombela/backward-cpp/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,1.6,,,backward-cpp,,,Warning: Manufacturer may changed version packaging format.,
bash.spec,https://ftp.gnu.org/gnu/bash/%{name}-%{version}.tar.gz,https://ftp.gnu.org/gnu/bash/%{name}-%{version}.tar.gz,substitution_unfinished,5.3,,,bash,,,Warning: Manufacturer may changed version packaging format.,
bazel.spec,,https://github.com/bazelbuild/bazel/releases/download/%{version}/bazel-%{version}-dist.zip,substitution_unfinished,9.1.0,,,bazel,,,Warning: Manufacturer may changed version packaging format.,
bc.spec,https://ftp.gnu.org/gnu/bc/%{name}-%{version}.tar.gz,https://ftp.gnu.org/gnu/bc/%{name}-%{version}.tar.gz,substitution_unfinished,1.08.2,,,bc,,,Warning: Manufacturer may changed version packaging format.,
bcc.spec,https://github.com/iovisor/bcc/archive/%{name}-%{version}.tar.gz,https://github.com/iovisor/bcc/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,0.36.1,,,bcc,,,Warning: Manufacturer may changed version packaging format.,
bindutils.spec,https://downloads.isc.org/isc/bind9/%{version}/bind-%{version}.tar.xz,https://github.com/isc-projects/bind9/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,9.21.21,https://downloads.isc.org/isc/bind9/9.21.21/bind-9.21.21.tar.xz,200,bindutils,EBB05D1141D38BD1897BB0DE1475194CA6E9335E1A295AB388376D880DE1A0569279B734433F469565ECCDEA91CC8E6E3603B2879BE700BF27082FF075BDBE49,bind-9.21.21.tar.xz,,
binutils.spec,http://ftp.gnu.org/gnu/binutils/%{name}-%{version}.tar.xz,http://ftp.gnu.org/gnu/binutils/%{name}-%{version}.tar.xz,substitution_unfinished,2.46.0,http://ftp.gnu.org/gnu/binutils/binutils-2.46.0.tar.xz,200,binutils,32F880BB4F69351F4AE54A5D00359625C6C49D8E76624FB5CFFDF174C79C8D3212F66225B81C12933C6ED59604AB652560773DD92FAB384B930C97A9D4E1FDF2,binutils-2.46.0.tar.xz,,
bison.spec,http://ftp.gnu.org/gnu/bison/%{name}-%{version}.tar.xz,http://ftp.gnu.org/gnu/bison/%{name}-%{version}.tar.xz,substitution_unfinished,3.8.2,http://ftp.gnu.org/gnu/bison/bison-3.8.2.tar.xz,200,bison,D4D23AF6671406E97257892F90651B67F2AB95219831372BE032190B7156C10A3435D457857E677445DF8B2327AACCCC15344ACBBC3808A6F332A93CCE23B444,bison-3.8.2.tar.xz,,
blktrace.spec,https://git.kernel.org/pub/scm/linux/kernel/git/axboe/blktrace.git/snapshot/%{name}-%{version}.tar.gz,,0,,,,blktrace,,,,
bluez-tools.spec,https://github.com/khvzak/bluez-tools.git/master/%{name}-%{version}.tar.gz,,0,,,,bluez-tools,,,Warning: Cannot detect correlating tags from the repo provided.,
bluez.spec,http://www.kernel.org/pub/linux/bluetooth/%{name}-%{version}.tar.xz,https://www.kernel.org/pub/linux/bluetooth/bluez-%{version}.tar.xz,200,5.86,http://www.kernel.org/pub/linux/bluetooth/bluez-5.86.tar.xz,200,bluez,D3268BE43AD869DABD9D9EABC7A0DA699837BB5432ECF61E1756E03F9B867A1D989299DB1493BD349D73B495D736F55D7518FBB9EE664DE49E5D1CF7C2156DF7,bluez-5.86.tar.xz,,
boost.spec,http://downloads.sourceforge.net/boost/boost_1_66_0.tar.bz2,https://github.com/boostorg/boost/archive/refs/tags/boost-%{version}.tar.gz,substitution_unfinished,1.91.0-1,,,boost,,,Warning: Manufacturer may changed version packaging format.,
bpftrace.spec,https://github.com/iovisor/bpftrace/archive/%{name}-%{version}.tar.gz,https://github.com/bpftrace/bpftrace/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,0.25.1,,,bpftrace,,,Warning: Manufacturer may changed version packaging format.,
bridge-utils.spec,http://sourceforge.net/projects/bridge/files/bridge/%{name}-%{version}.tar.xz,,0,,,,bridge-utils,,,,
btrfs-progs.spec,https://www.kernel.org/pub/linux/kernel/people/kdave/btrfs-progs/%{name}-v%{version}.tar.xz,https://github.com/kdave/btrfs-progs/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,7.0,https://www.kernel.org/pub/linux/kernel/people/kdave/btrfs-progs/btrfs-progs-v7.0.tar.xz,200,btrfs-progs,F6FC13F16A1F170EACBCB53EFB2E5A86E89C73FD797FC8D9A419B7024F5A13A788CD92E0CAA41964E7716D8BCCC24CE4B8A5E3B3861D85C793642021C5B03791,btrfs-progs-v7.0.tar.xz,,
bubblewrap.spec,https://github.com/projectatomic/bubblewrap/releases/download/v%{version}/bubblewrap-%{version}.tar.xz,https://github.com/containers/bubblewrap/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,0.11.2,https://github.com/projectatomic/bubblewrap/releases/download/v0.11.2/bubblewrap-0.11.2.tar.xz,200,bubblewrap,7C5A8D0670E8B2737328AB24FB3E3982544C716D2527E97F6E9DFA3EE767B0161681B4FD60E94ED17259BA52406A12968769EE1408648BA08239755858437EDC,bubblewrap-0.11.2.tar.xz,,
build-essential.spec,,,0,,,,build-essential,,,Info: Source0 contains a VMware internal url address.,
byacc.spec,,https://invisible-island.net/archives/byacc/current/byacc-%{version}.tgz,200,2.0.20260126,,,byacc,,,Warning: Manufacturer may changed version packaging format.,
bzip2.spec,http://www.bzip.org/%{version}/%{name}-%{version}.tar.gz,https://github.com/libarchive/bzip2/archive/refs/tags/bzip2-%{version}.tar.gz,substitution_unfinished,(same version),,,bzip2,,,,
bzr.spec,https://launchpad.net/bzr/2.7/2.7.0/+download/bzr-2.7.0.tar.gz,https://launchpad.net/bzr/2.7/2.7.0/+download/bzr-2.7.0.tar.gz,200,(same version),,,bzr,,,,
c-ares.spec,http://c-ares.haxx.se/download/%{name}-%{version}.tar.gz,https://github.com/c-ares/c-ares/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,1.34.6,,,c-ares,,,Warning: Manufacturer may changed version packaging format.,
c-rest-engine.spec,%{name}-%{version}.tar.gz,https://github.com/vmware-archive/c-rest-engine/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,(same version),,,c-rest-engine,,,Warning: repo isn't maintained anymore.,
ca-certificates-nxtgn-openssl.spec,certdata-nxtgn-openssl.txt,,0,,,,ca-certificates,,,,
ca-certificates.spec,certdata.txt,,0,,,,ca-certificates,,,Info: Source0 contains a VMware internal url address.,
cairo.spec,http://cairographics.org/releases/%{name}-%{version}.tar.xz,https://gitlab.freedesktop.org/cairo/cairo/-/archive/%{version}/cairo-%{version}.tar.gz,200,1.18.4,http://cairographics.org/releases/cairo-1.18.4.tar.xz,200,cairo,863679F817ED67DC2C916C035D740916E27E7E69C04FCA63936E37D274E7F4C79848D16C8F7C481798864602E8847C489F698DF89B785CBC576C925DBD513316,cairo-1.18.4.tar.xz,,
calico-bgp-daemon.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/calico-bgp-daemon/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,(same version),,,calico-bgp-daemon,,,,
calico-bird.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/bird/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,(same version),,,calico-bird,,,,
calico-libnetwork.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/libnetwork-plugin/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,1.1.3,,,calico-libnetwork,,,Warning: Manufacturer may changed version packaging format.,
calico.spec,https://github.com/projectcalico/calico/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/projectcalico/calico/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,3.32.0,,,calico,,,Warning: Manufacturer may changed version packaging format.,
capstone.spec,https://github.com/aquynh/%{name}/archive/%{name}-%{version}.tar.gz,https://github.com/capstone-engine/capstone/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,5.0.7,,,capstone,,,Warning: Manufacturer may changed version packaging format.,
cassandra.spec,https://repo1.maven.org/maven2/org/apache/cassandra/apache-cassandra/%{version}/apache-%{name}-%{version}-src.tar.gz,https://github.com/apache/cassandra/archive/refs/tags/cassandra-%{version}.tar.gz,substitution_unfinished,5.0.8,,,cassandra,,,Warning: Manufacturer may changed version packaging format.,
cdrkit.spec,%{name}-%{version}.tar.gz,,substitution_unfinished,,,,cdrkit,,,Warning: Source0 seems invalid and no other Official source has been found.,
cgroup-utils.spec,https://github.com/peo3/cgroup-utils/archive/%{name}-%{version}.tar.gz,https://github.com/peo3/cgroup-utils/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,0.8,,,cgroup-utils,,,Warning: Manufacturer may changed version packaging format.,
check.spec,https://github.com/libcheck/check/archive/%{name}-%{version}.tar.gz,https://github.com/libcheck/check/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,0.15.2,,,check,,,Warning: Manufacturer may changed version packaging format.,
chkconfig.spec,http://fedorahosted.org/releases/c/h/chkconfig/%{name}-%{version}.tar.gz,https://github.com/fedora-sysv/chkconfig/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,1.33,,,chkconfig,,,Warning: Manufacturer may changed version packaging format.,
chrony.spec,https://download.tuxfamily.org/chrony/chrony-%{version}.tar.gz,https://github.com/mlichvar/chrony/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,4.8,,,chrony,,,Warning: Manufacturer may changed version packaging format.,
chrpath.spec,https://alioth.debian.org/frs/download.php/file/3979/%{name}-%{version}.tar.gz,https://codeberg.org/pere/chrpath/archive/release-%{version}.tar.gz,200,0.18,,,chrpath,,,Warning: Manufacturer may changed version packaging format.,
cifs-utils.spec,https://ftp.samba.org/pub/linux-cifs/cifs-utils/cifs-utils-%{version}.tar.bz2,,substitution_unfinished,,,,cifs-utils,,,,
clang.spec,https://github.com/llvm/llvm-project/releases/download/llvmorg-%{version}/%{name}-%{version}.src.tar.xz,https://github.com/llvm/llvm-project/releases/download/llvmorg-%{version}/clang-%{version}.src.tar.xz,substitution_unfinished,22.1.5,,,clang,,,Warning: Manufacturer may changed version packaging format.,
cloud-init.spec,https://launchpad.net/cloud-init/trunk/%{version}/+download/%{name}-%{version}.tar.gz,https://github.com/canonical/cloud-init/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,26.1,https://launchpad.net/cloud-init/trunk/26.1/+download/cloud-init-26.1.tar.gz,200,cloud-init,9FE380E2DA68F6BE8A48FBF1D55713C094796BAB8ED927F229C44B62813FAB4CC2F3D56D6D7870671073C23039D6632AA5F1BF2C7F8AAFBB19117954D4229095,cloud-init-26.1.tar.gz,,
cloud-utils.spec,https://launchpad.net/cloud-utils/trunk/%{version}/+download/cloud-utils-%{version}.tar.gz,https://github.com/canonical/cloud-utils/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,0.33,,,cloud-utils,,,Warning: Manufacturer may changed version packaging format.,
cmake.spec,http://www.cmake.org/files/v3.13/%{name}-%{version}.tar.gz,https://github.com/Kitware/CMake/releases/download/v%{version}/cmake-%{version}.tar.gz,substitution_unfinished,4.3.2,http://www.cmake.org/files/v4.3/cmake-4.3.2.tar.gz,200,cmake,EE78390BE3907F4CE398E41ECE9067952A25C2CBA2EDD9CB17F12827466D5BF2476AD8A2BBA5DF95B3D7950BB5122CB1754D005B6544E43901949869ADF8C74A,cmake-4.3.2.tar.gz,,
cmocka.spec,https://cmocka.org/files/1.1/%{name}-%{version}.tar.xz,,substitution_unfinished,,,,cmocka,,,,
cni.spec,https://github.com/containernetworking/plugins/archive/%{name}-v%{version}.tar.gz,https://github.com/containernetworking/plugins/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,1.9.1,,,cni,,,Warning: Manufacturer may changed version packaging format.,
commons-daemon.spec,http://apache.mesi.com.ar//commons/daemon/source/commons-daemon-1.1.0-src.tar.gz,https://github.com/apache/commons-daemon/archive/refs/tags/commons-daemon-%{version}.tar.gz,substitution_unfinished,1.5.1,,,commons-daemon,,,Warning: Manufacturer may changed version packaging format.,
commons-httpclient.spec,https://archive.apache.org/dist/httpcomponents/%{name}/source/%{name}-%{version}-src.tar.gz,,substitution_unfinished,,,,commons-httpclient,,,,
compat-gdbm.spec,http://ftp.gnu.org/gnu/gdbm/%{name}-%{version}.tar.gz,https://ftp.gnu.org/gnu/gdbm/gdbm-%{version}.tar.gz,substitution_unfinished,1.26,,,compat-gdbm,,,Warning: Manufacturer may changed version packaging format.,
conntrack-tools.spec,https://netfilter.org/projects/%{name}/files/%{name}-%{version}.tar.bz2,,substitution_unfinished,,,,conntrack-tools,,,,
consul.spec,%{name}-%{version}.tar.gz,https://github.com/hashicorp/consul/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,1.22.7,,,consul,,,Warning: Manufacturer may changed version packaging format.,
containerd.spec,https://github.com/containerd/containerd/archive/containerd-%{version}.tar.gz,https://github.com/containerd/containerd/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,2.3.0,,,containerd,,,Warning: Manufacturer may changed version packaging format.,
copenapi.spec,%{name}-%{version}.tar.gz,https://github.com/vmware-archive/copenapi/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,(same version),,,copenapi,,,Warning: repo isn't maintained anymore.,
coredns.spec,https://github.com/coredns/coredns/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/coredns/coredns/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,011,,,coredns,,,Warning: Manufacturer may changed version packaging format.,
coreutils.spec,http://ftp.gnu.org/gnu/coreutils/%{name}-%{version}.tar.xz,http://ftp.gnu.org/gnu/coreutils/%{name}-%{version}.tar.xz,substitution_unfinished,9.11,http://ftp.gnu.org/gnu/coreutils/coreutils-9.11.tar.xz,200,coreutils,73F4192747AB793FD29CCCAFEDA35C499A11800830227EA4D26B00AFB2C496DD69CB493005691D0F62A168BEEA6B55C1E28E82B6CF795E7370F9D53D13555410,coreutils-9.11.tar.xz,,
cpio.spec,http://ftp.gnu.org/pub/gnu/cpio/%{name}-%{version}.tar.bz2,http://ftp.gnu.org/pub/gnu/cpio/%{name}-%{version}.tar.bz2,substitution_unfinished,2.15,http://ftp.gnu.org/pub/gnu/cpio/cpio-2.15.tar.bz2,200,cpio,E3C3D0344D13D540887198EE5D6209A9254ED34B87C3B3CABE6DC3CE22EF94D3F380BB60D3395EEE44E4B0EC8460B957032C6251F101B4A9FBC5951A701AADFF,cpio-2.15.tar.bz2,,
cppcheck.spec,https://github.com/danmar/cppcheck/archive/%{name}-%{version}.tar.gz,https://github.com/danmar/cppcheck/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,2.20.1,,,cppcheck,,,Warning: Manufacturer may changed version packaging format.,
cppunit.spec,https://sourceforge.net/projects/cppunit/files/%{name}/%{version}/%{name}-%{version}.tar.gz,https://sourceforge.net/projects/cppunit/files/%{name}/%{version}/%{name}-%{version}.tar.gz,substitution_unfinished,(same version),,,cppunit,,,,
cpulimit.spec,https://github.com/opsengine/cpulimit/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/opsengine/cpulimit/archive/refs/tags/%{name}-%{version}.tar.gz,substitution_unfinished,Warning: cpulimit.spec Source0 version 1.2 is higher than detected latest version 0.2 .,,,cpulimit,,,,
cracklib.spec,cracklib-%{version}.tar.gz,https://github.com/cracklib/cracklib/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,2.10.3,,,cracklib,,,Warning: Manufacturer may changed version packaging format.,
crash.spec,http://people.redhat.com/anderson/crash-%{version}.tar.gz,https://github.com/crash-utility/crash/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,9.0.2,,,crash,,,Warning: Manufacturer may changed version packaging format.,
createrepo_c.spec,%{name}-%{version}.tar.gz,https://github.com/rpm-software-management/createrepo_c/archive/refs/tags/%{version}.tar.gz,substitution_unfinished,1.2.3,,,createrepo_c,,,Warning: Manufacturer may changed version packaging format.,
cri-tools.spec,%{name}-%{version}.tar.gz,https://github.com/kubernetes-sigs/cri-tools/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,1.36.0,,,cri-tools,,,Warning: Manufacturer may changed version packaging format.,
cronie.spec,https://github.com/cronie-crond/cronie/releases/download/cronie-%{version}/cronie-%{version}.tar.gz,https://github.com/cronie-crond/cronie/archive/refs/tags/cronie-%{version}.tar.gz,substitution_unfinished,4.3,,,cronie,,,Warning: Manufacturer may changed version packaging format.,
cryptsetup.spec,%{name}-v%{version}.tar.gz,https://github.com/mbroz/cryptsetup/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,2.8.6,,,cryptsetup,,,Warning: Manufacturer may changed version packaging format.,
cscope.spec,,,substitution_unfinished,,,,cscope,,,,
ctags.spec,,https://github.com/universal-ctags/ctags/releases/download/v%{version}/universal-ctags-%{version}.tar.gz,substitution_unfinished,6.2.1,,,ctags,,,Warning: Manufacturer may changed version packaging format.,
curl.spec,http://curl.haxx.se/download/%{name}-%{version}.tar.xz,http://curl.haxx.se/download/%{name}-%{version}.tar.xz,200,8.20.0,http://curl.haxx.se/download/curl-8.20.0.tar.xz,200,curl,EDFA5882AAEEFCF2226FE03B19246151C0377C3656F9C8CC385BDAF34565E1354E762005B58780917A6D98039AE34085E4A4BCB44255C77E3B0E1D94090C010B,curl-8.20.0.tar.xz,,
cve-check-tool.spec,cve-check-tool-%{version}.tar.gz,https://github.com/clearlinux/cve-check-tool/archive/refs/tags/v%{version}.tar.gz,substitution_unfinished,Warning: cve-check-tool.spec Source0 version 5.6.4.1 is higher than detected latest version 5.6.4 .,,,cve-check-tool,,,Warning: repo isn't maintained anymore.,
cyrus-sasl.spec,ftp://ftp.cyrusimap.org/cyrus-sasl/%{name}-%{version}.tar.gz,https://github.com/cyrusimap/cyrus-sasl/archive/refs/tags/cyrus-sasl-%{version}.tar.gz,substitution_unfinished,2.1.28,,,cyrus-sasl,,,Warning: Manufacturer may changed version packaging format.,
cython.spec,https://github.com/cython/cython/archive/Cython-%{version}.tar.gz,https://github.com/cython/cython/releases/download/%{version}/cython-%{version}.tar.gz,substitution_unfinished,3.2.4,,,cython,,,Warning: Manufacturer may changed version packaging format.,
