Page URL,Issue Category,Issue Location Description,Fix Suggestion
https://127.0.0.1/docs-v5/troubleshooting-guide/network-troubleshooting/inspecting-ip-addresses/,grammar,......,[ENGLISH_WORD_REPEAT_RULE] Possible typo: you repeated a word.. Suggestions: route
https://127.0.0.1/docs-v5/troubleshooting-guide/network-troubleshooting/inspecting-ip-addresses/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/user-guide/a_b_partition_overview/configuring-a/b-partition-system/,unaligned_images,"2 unaligned images: ../../../../../img/vmware-logo.svg, ../../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/installing-a-host-against-default-server-repository/,grammar,......,[SETUP_VERB] The verb ‘set up’ is spelled as two words. The noun ‘setup’ is spelled as one.. Suggestions: set up
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/installing-a-host-against-default-server-repository/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/managing-services-withsystemd/controlling-services/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/security-policy/default-permissions-and-umask/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/installing-photon-os-on-google-compute-engine/,grammar,......,"[COMMA_COMPOUND_SENTENCE] Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).. Suggestions: , and"
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/installing-photon-os-on-google-compute-engine/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/installing-photon-os-on-google-compute-engine/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space after the opening parenthesis.. Suggestions: (
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/installing-photon-os-on-google-compute-engine/,grammar,......,"[EN_UNPAIRED_QUOTES] Unpaired symbol: ‘""’ seems to be missing. Suggestions: No suggestions"
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/installing-photon-os-on-google-compute-engine/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the closing parenthesis.. Suggestions: )
https://127.0.0.1/docs-v5/administration-guide/cloud-init-on-photon-os/deploy-photon-os-with-cloud-init/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-raspberry-pi/installing-photon-os-on-raspberry-pi/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-raspberry-pi/installing-photon-os-on-raspberry-pi/,grammar,......,"[COMMA_COMPOUND_SENTENCE] Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).. Suggestions: , and"
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-raspberry-pi/installing-photon-os-on-raspberry-pi/,grammar,......,"[ARROWS] Do you wish to insert an arrow?. Suggestions: →, ⇾, ≥"
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-raspberry-pi/installing-photon-os-on-raspberry-pi/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-raspberry-pi/installing-photon-os-on-raspberry-pi/,grammar,......,[EN_UNPAIRED_QUOTES] Unpaired symbol: ‘’’ seems to be missing. Suggestions: No suggestions
https://127.0.0.1/docs-v5/administration-guide/pmd-nextgen/installing-photon-mgmtd/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/administration-guide/pmd-nextgen/installing-photon-mgmtd/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Service,  service"
https://127.0.0.1/docs-v5/administration-guide/pmd-nextgen/installing-photon-mgmtd/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/overview/flavours/,unaligned_images,"2 unaligned images: ../../../img/vmware-logo.svg, ../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/user-guide/kickstart-support-in-photon-os/,grammar,...ickstart Support in Photon OS Photon OS works with kickstar...,[PHRASE_REPETITION] This phrase is duplicated. You should probably use “Photon OS” only once.. Suggestions: Photon OS
https://127.0.0.1/docs-v5/user-guide/kickstart-support-in-photon-os/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/user-guide/kickstart-support-in-photon-os/,grammar,......,"[EN_UNPAIRED_QUOTES] Unpaired symbol: ‘""’ seems to be missing. Suggestions: No suggestions"
https://127.0.0.1/docs-v5/user-guide/kickstart-support-in-photon-os/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/user-guide/kickstart-support-in-photon-os/,grammar,......,"[EN_A_VS_AN] Use “an” instead of ‘a’ if the following word starts with a vowel sound, e.g. ‘an article’, ‘an hour’.. Suggestions: an"
https://127.0.0.1/docs-v5/installation-guide/build-package-kernel-modules-using-script/hello-world-binary/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/containers/kubernetes/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-fusion/importing-the-ova-for-photon-os/,unaligned_images,"12 unaligned images: ../images/fs-ova-import.png, ../images/fs-ova-selected.png, ../images/fs-ova-name.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/looking-at-the-differences-between-the-minimal-and-the-full-version/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space after the opening parenthesis.. Suggestions: (
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/looking-at-the-differences-between-the-minimal-and-the-full-version/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the closing parenthesis.. Suggestions: )
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/looking-at-the-differences-between-the-minimal-and-the-full-version/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/looking-at-the-differences-between-the-minimal-and-the-full-version/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/looking-at-the-differences-between-the-minimal-and-the-full-version/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-vsphere/importing-the-ova-for-photon-os/,unaligned_images,"10 unaligned images: ../images/vs-iso-new.png, ../images/vs-ova-name-selected.png, ../images/vs-ova-storage.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/package-management/,grammar,......,"[NON_STANDARD_WORD] The word ‘repos.d’ is not standard English. Did you mean “repos’d” (curly apostrophe) or “repos'd” (straight apostrophe)?. Suggestions: repos’d, repos'd"
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/package-management/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/package-management/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Repo,  repo"
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/package-management/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/package-management/,grammar,......,[ID_CASING] This abbreviation for “identification” is spelled all-uppercase.. Suggestions: ID
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-workstation/importing-the-ova-for-photon-os/,unaligned_images,"11 unaligned images: ../images/ws-ova-import.png, ../images/ws-ova-path.png, ../images/ws-ova-license.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/network-troubleshooting/inspecting-ip-addresses/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/running-kubernetes-on-photon-os/prepare-the-hosts/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the closing parenthesis.. Suggestions: )
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/running-kubernetes-on-photon-os/prepare-the-hosts/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/installing-a-host-against-default-server-repository/,unaligned_images,"6 unaligned images: ./images/rpmostree-install-options.png, ./images/rpmostree-default.png, ./images/photon-os-finish.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/solutions-to-common-problems/resetting-a-lost-root-password/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/solutions-to-common-problems/resetting-a-lost-root-password/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/troubleshooting-guide/solutions-to-common-problems/resetting-a-lost-root-password/,grammar,......,[NOUN_VERB_CONFUSION] The word “logon” is a noun. The verb is spelled with a space.. Suggestions: log on
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-gce/installing-photon-os-on-google-compute-engine/,unaligned_images,"5 unaligned images: ../images/gce1.jpg, ../images/gce2.jpg, ../images/gce4.jpg",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/pmd-nextgen/installing-photon-mgmtd/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/running-kubernetes-on-photon-os/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/running-kubernetes-on-photon-os/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-raspberry-pi/installing-photon-os-on-raspberry-pi/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/set-up-azure-storage-and-uploading-the-vhd/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/set-up-azure-storage-and-uploading-the-vhd/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/set-up-azure-storage-and-uploading-the-vhd/,grammar,......,[ENGLISH_WORD_REPEAT_RULE] Possible typo: you repeated a word.. Suggestions: and
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/set-up-azure-storage-and-uploading-the-vhd/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/set-up-azure-storage-and-uploading-the-vhd/,markdown,Unrendered markdown: _key_,Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/set-up-azure-storage-and-uploading-the-vhd/,markdown,Unrendered markdown: _key_,Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/installation-guide/run-photon-aws-ec2/set-up-photon-os-on-ec2/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Pub,  pub"
https://127.0.0.1/docs-v5/installation-guide/run-photon-aws-ec2/set-up-photon-os-on-ec2/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/installation-guide/run-photon-aws-ec2/set-up-photon-os-on-ec2/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-aws-ec2/set-up-photon-os-on-ec2/,grammar,......,"[THE_THEY] Did you mean “they” or “then”?. Suggestions: they, then"
https://127.0.0.1/docs-v5/administration-guide/containers/kubernetes/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/solutions-to-common-problems/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/user-guide/kickstart-support-in-photon-os/,unaligned_images,"2 unaligned images: ../../../img/vmware-logo.svg, ../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/photon-os-packages/looking-at-the-differences-between-the-minimal-and-the-full-version/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/standard-syntax-for-tndf/tdnf-command-options/,grammar,......,[ID_CASING] This abbreviation for “identification” is spelled all-uppercase.. Suggestions: ID
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/standard-syntax-for-tndf/tdnf-command-options/,grammar,......,[ENGLISH_WORD_REPEAT_RULE] Possible typo: you repeated a word.. Suggestions: quiet
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/standard-syntax-for-tndf/tdnf-command-options/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/standard-syntax-for-tndf/tdnf-command-options/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/standard-syntax-for-tndf/tdnf-command-options/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma.. Suggestions: , baseurl"
https://127.0.0.1/docs-v5/troubleshooting-guide/photon-os-general-troubleshooting/package-management/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/the-root-account-and-the-sudo-and-su-commands/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/the-root-account-and-the-sudo-and-su-commands/,markdown,Unrendered markdown: `sudo`,Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/the-root-account-and-the-sudo-and-su-commands/,markdown,Unrendered markdown: `su`,Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/,unaligned_images,"2 unaligned images: ../../../img/vmware-logo.svg, ../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/performance-issues/throughput-performance/,grammar,...Throughput Performance Throughput performance over TCP might be r...,[PHRASE_REPETITION] This phrase is duplicated. You should probably use “Throughput Performance” only once.. Suggestions: Throughput Performance
https://127.0.0.1/docs-v5/troubleshooting-guide/performance-issues/throughput-performance/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/running-kubernetes-on-photon-os/prepare-the-hosts/,unaligned_images,"2 unaligned images: ../../../../../img/vmware-logo.svg, ../../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/troubleshooting-services-with-systemctl/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/troubleshooting-services-with-systemctl/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Service,  service"
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/troubleshooting-services-with-systemctl/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Socket,  socket"
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/troubleshooting-services-with-systemctl/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Target,  target"
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/troubleshooting-services-with-systemctl/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/solutions-to-common-problems/resetting-a-lost-root-password/,unaligned_images,"4 unaligned images: ./images/grub-edit-menu-changepw.png, ./images/resetpw.png, ../../../../img/vmware-logo.svg",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-tools/troubleshooting-tools-installed-by-default/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/user-guide/kubernetes-on-photon-os/running-kubernetes-on-photon-os/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/upgrading-photon-os-4.0-system-to-photon-os-5.0/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/installation-guide/run-photon-on-azure/set-up-azure-storage-and-uploading-the-vhd/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/run-photon-aws-ec2/set-up-photon-os-on-ec2/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/managing-network-configuration/using-the-network-configuration-manager/,grammar,...introspect the state of the network......,"[ALLOW_TO] Did you mean “configuring”? Or maybe you should add a pronoun? In active voice, ‘allow’ + ‘to’ takes an object, usually a pronoun.. Suggestions: configuring"
https://127.0.0.1/docs-v5/administration-guide/managing-network-configuration/using-the-network-configuration-manager/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/managing-network-configuration/using-the-network-configuration-manager/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/administration-guide/managing-network-configuration/using-the-network-configuration-manager/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Network,  network"
https://127.0.0.1/docs-v5/administration-guide/managing-network-configuration/using-the-network-configuration-manager/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Service,  service"
https://127.0.0.1/docs-v5/troubleshooting-guide/solutions-to-common-problems/,unaligned_images,"2 unaligned images: ../../../img/vmware-logo.svg, ../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/adding-a-new-repository/,grammar,......,"[NON_STANDARD_WORD] The word ‘repos.d’ is not standard English. Did you mean “repos’d” (curly apostrophe) or “repos'd” (straight apostrophe)?. Suggestions: repos’d, repos'd"
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/adding-a-new-repository/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/adding-a-new-repository/,grammar,......,"[LC_AFTER_PERIOD] If a new sentence starts here, add a space and start with an uppercase letter.. Suggestions:  Repo,  repo"
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/adding-a-new-repository/,grammar,......,"[REPEATED_VERBS] You’ve repeated a verb. Did you mean to only write one of them?. Suggestions: setting, sets"
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/adding-a-new-repository/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/analyzing-system-logs-with-journalctl/,grammar,......,[SENTENCE_WHITESPACE] Add a space between sentences.. Suggestions:  Item
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/analyzing-system-logs-with-journalctl/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/managing-packages-with-tdnf/standard-syntax-for-tndf/tdnf-command-options/,unaligned_images,"2 unaligned images: ../../../../../img/vmware-logo.svg, ../../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/blank-screen-on-reboot/,grammar,......,"[COMMA_PARENTHESIS_WHITESPACE] Put a space after the comma, but not before the comma.. Suggestions: ,"
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/blank-screen-on-reboot/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/blank-screen-on-reboot/,grammar,......,[CONSECUTIVE_SPACES] It seems like there are too many consecutive spaces here.. Suggestions:  
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/blank-screen-on-reboot/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/kernel-problems-and-boot-and-login-errors/blank-screen-on-reboot/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space after the opening parenthesis.. Suggestions: (
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/the-root-account-and-the-sudo-and-su-commands/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/building-images/build-iso-from-source/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/administration-guide/pmd-nextgen/photon-mgmtd-web-rest-api/system-management/,unaligned_images,"2 unaligned images: ../../../../../img/vmware-logo.svg, ../../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/building-images/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/performance-issues/throughput-performance/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/installation-guide/building-images/build-iso-from-source/building-the-iso/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/installation-guide/building-images/build-iso-from-source/building-the-iso/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-with-systemd/troubleshooting-services-with-systemctl/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/troubleshooting-guide/introduction/checking-the-version-and-build-number/,grammar,......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the full stop.. Suggestions: .
https://127.0.0.1/docs-v5/troubleshooting-guide/troubleshooting-tools/troubleshooting-tools-installed-by-default/,unaligned_images,"2 unaligned images: ../../../../img/vmware-logo.svg, ../../../../img/broadcom-logo.png",Add CSS alignment classes or wrap images in container div
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/concepts-in-action/,grammar,...n the OStree conce......,[COMMA_PARENTHESIS_WHITESPACE] Don’t put a space before the closing parenthesis.. Suggestions: )
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/concepts-in-action/,grammar,......,[A_INSTALL] The word ‘install’ is not a noun.. Suggestions: installation
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/concepts-in-action/,grammar,......,[EN_COMPOUNDS_HUMAN_READABLE] This word is normally spelled with a hyphen.. Suggestions: human-readable
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/concepts-in-action/,grammar,......,[CONSECUTIVE_SPACES] It seems like there are too many consecutive spaces here.. Suggestions:  
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/concepts-in-action/,grammar,......,[WHITESPACE_RULE] Possible typo: you repeated a whitespace. Suggestions:  
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/concepts-in-action/,markdown,"Unrendered markdown: _minimal is not the Linux Photon OS release version, nor daily build, but rather a human readable, s",Render properly or escape markdown syntax
https://127.0.0.1/docs-v5/administration-guide/photon-rpm-ostree/concepts-in-action/,markdown,"Unrendered markdown: _minimal.2, 5.0_",Render properly or escape markdown syntax
